Circuito,Compuesto,Estado de pista,Duración Estimada (Vueltas),Dif. con C3 (s),Dif. con C2 (s),Dif. con C1 (s),Dif. con CI (s),Dif. con CW (s)
GP de Singapur 2025,C1,Seco,41.0,0.718,0.239,0.0,-3.542,-5.187
GP de Singapur 2025,C1,Lluvia,22.0,0.0,0.0,0.0,10.946,9.594999999999999
GP de Singapur 2025,C1,Lluvia Extrema,20.0,0.0,0.0,0.0,12.469999999999999,14.527
GP de Singapur 2025,CI,Seco,22.0,4.26,3.7809999999999997,3.542,0.0,-1.6450000000000005
GP de Singapur 2025,CI,Lluvia,22.0,-10.946,-10.946,-10.946,0.0,-1.351
GP de Singapur 2025,CI,Lluvia Extrema,20.0,-12.469999999999999,-12.469999999999999,-12.469999999999999,0.0,2.057
GP de Singapur 2025,CW,Seco,20.0,5.905,5.426,5.187,1.6450000000000005,0.0
GP de Singapur 2025,CW,Lluvia,20.0,-9.594999999999999,-9.594999999999999,-9.594999999999999,1.351,0.0
GP de Singapur 2025,CW,Lluvia Extrema,20.0,-14.527,-14.527,-14.527,-2.057,0.0
GP de Estados Unidos 2025,C3,Seco,26.52631578947368,0.0,-0.479,-0.718,-4.26,-5.905
GP de Estados Unidos 2025,C3,Lluvia,21.614035087719298,0.0,0.0,0.0,10.946,9.594999999999999
GP de Estados Unidos 2025,C3,Lluvia Extrema,19.64912280701754,0.0,0.0,0.0,12.469999999999999,14.527
GP de Estados Unidos 2025,C2,Seco,35.368421052631575,0.479,0.0,-0.239,-3.7809999999999997,-5.426
GP de Estados Unidos 2025,C2,Lluvia,21.614035087719298,0.0,0.0,0.0,10.946,9.594999999999999
GP de Estados Unidos 2025,C2,Lluvia Extrema,19.64912280701754,0.0,0.0,0.0,12.469999999999999,14.527
GP de Estados Unidos 2025,C1,Seco,40.280701754385966,0.718,0.239,0.0,-3.542,-5.187
GP de Estados Unidos 2025,C1,Lluvia,21.614035087719298,0.0,0.0,0.0,10.946,9.594999999999999
GP de Estados Unidos 2025,C1,Lluvia Extrema,19.64912280701754,0.0,0.0,0.0,12.469999999999999,14.527
GP de Estados Unidos 2025,CI,Seco,21.614035087719298,4.26,3.7809999999999997,3.542,0.0,-1.6450000000000005
GP de Estados Unidos 2025,CI,Lluvia,21.614035087719298,-10.946,-10.946,-10.946,0.0,-1.351
GP de Estados Unidos 2025,CI,Lluvia Extrema,19.64912280701754,-12.469999999999999,-12.469999999999999,-12.469999999999999,0.0,2.057
GP de Estados Unidos 2025,CW,Seco,19.64912280701754,5.905,5.426,5.187,1.6450000000000005,0.0
GP de Estados Unidos 2025,CW,Lluvia,19.64912280701754,-9.594999999999999,-9.594999999999999,-9.594999999999999,1.351,0.0
GP de Estados Unidos 2025,CW,Lluvia Extrema,19.64912280701754,-14.527,-14.527,-14.527,-2.057,0.0
GP de México 2025,C3,Seco,27.0,0.0,-0.479,-0.718,-4.26,-5.905
GP de México 2025,C3,Lluvia,22.0,0.0,0.0,0.0,10.946,9.594999999999999
GP de México 2025,C3,Lluvia Extrema,20.0,0.0,0.0,0.0,12.469999999999999,14.527
GP de México 2025,C2,Seco,36.0,0.479,0.0,-0.239,-3.7809999999999997,-5.426
GP de México 2025,C2,Lluvia,22.0,0.0,0.0,0.0,10.946,9.594999999999999
GP de México 2025,C2,Lluvia Extrema,20.0,0.0,0.0,0.0,12.469999999999999,14.527
GP de México 2025,C1,Seco,41.0,0.718,0.239,0.0,-3.542,-5.187
GP de México 2025,C1,Lluvia,22.0,0.0,0.0,0.0,10.946,9.594999999999999
GP de México 2025,C1,Lluvia Extrema,20.0,0.0,0.0,0.0,12.469999999999999,14.527
GP de México 2025,CI,Seco,22.0,4.26,3.7809999999999997,3.542,0.0,-1.6450000000000005
GP de México 2025,CI,Lluvia,22.0,-10.946,-10.946,-10.946,0.0,-1.351
GP de México 2025,CI,Lluvia Extrema,20.0,-12.469999999999999,-12.469999999999999,-12.469999999999999,0.0,2.057
GP de México 2025,CW,Seco,20.0,5.905,5.426,5.187,1.6450000000000005,0.0
GP de México 2025,CW,Lluvia,20.0,-9.594999999999999,-9.594999999999999,-9.594999999999999,1.351,0.0
GP de México 2025,CW,Lluvia Extrema,20.0,-14.527,-14.527,-14.527,-2.057,0.0
GP de Estados Unidos 2025,C3,Seco,26.52631578947368,0.0,-0.479,-0.718,-4.26,-5.905
GP de Estados Unidos 2025,C3,Lluvia,21.614035087719298,0.0,0.0,0.0,10.946,9.594999999999999
GP de Estados Unidos 2025,C3,Lluvia Extrema,19.64912280701754,0.0,0.0,0.0,12.469999999999999,14.527
GP de Estados Unidos 2025,C2,Seco,35.368421052631575,0.479,0.0,-0.239,-3.7809999999999997,-5.426
GP de Estados Unidos 2025,C2,Lluvia,21.614035087719298,0.0,0.0,0.0,10.946,9.594999999999999
GP de Estados Unidos 2025,C2,Lluvia Extrema,19.64912280701754,0.0,0.0,0.0,12.469999999999999,14.527
GP de Estados Unidos 2025,C1,Seco,40.280701754385966,0.718,0.239,0.0,-3.542,-5.187
GP de Estados Unidos 2025,C1,Lluvia,21.614035087719298,0.0,0.0,0.0,10.946,9.594999999999999
GP de Estados Unidos 2025,C1,Lluvia Extrema,19.64912280701754,0.0,0.0,0.0,12.469999999999999,14.527
GP de Estados Unidos 2025,CI,Seco,21.614035087719298,4.26,3.7809999999999997,3.542,0.0,-1.6450000000000005
GP de Estados Unidos 2025,CI,Lluvia,21.614035087719298,-10.946,-10.946,-10.946,0.0,-1.351
GP de Estados Unidos 2025,CI,Lluvia Extrema,19.64912280701754,-12.469999999999999,-12.469999999999999,-12.469999999999999,0.0,2.057
GP de Estados Unidos 2025,CW,Seco,19.64912280701754,5.905,5.426,5.187,1.6450000000000005,0.0
GP de Estados Unidos 2025,CW,Lluvia,19.64912280701754,-9.594999999999999,-9.594999999999999,-9.594999999999999,1.351,0.0
GP de Estados Unidos 2025,CW,Lluvia Extrema,19.64912280701754,-14.527,-14.527,-14.527,-2.057,0.0
GP de México 2025,C3,Seco,27.0,0.0,-0.479,-0.718,-4.26,-5.905
GP de México 2025,C3,Lluvia,22.0,0.0,0.0,0.0,10.946,9.594999999999999
GP de México 2025,C3,Lluvia Extrema,20.0,0.0,0.0,0.0,12.469999999999999,14.527
GP de México 2025,C2,Seco,36.0,0.479,0.0,-0.239,-3.7809999999999997,-5.426
GP de México 2025,C2,Lluvia,22.0,0.0,0.0,0.0,10.946,9.594999999999999
GP de México 2025,C2,Lluvia Extrema,20.0,0.0,0.0,0.0,12.469999999999999,14.527
GP de México 2025,C1,Seco,41.0,0.718,0.239,0.0,-3.542,-5.187
GP de México 2025,C1,Lluvia,22.0,0.0,0.0,0.0,10.946,9.594999999999999
GP de México 2025,C1,Lluvia Extrema,20.0,0.0,0.0,0.0,12.469999999999999,14.527
GP de México 2025,CI,Seco,22.0,4.26,3.7809999999999997,3.542,0.0,-1.6450000000000005
GP de México 2025,CI,Lluvia,22.0,-10.946,-10.946,-10.946,0.0,-1.351
GP de México 2025,CI,Lluvia Extrema,20.0,-12.469999999999999,-12.469999999999999,-12.469999999999999,0.0,2.057
GP de México 2025,CW,Seco,20.0,5.905,5.426,5.187,1.6450000000000005,0.0
GP de México 2025,CW,Lluvia,20.0,-9.594999999999999,-9.594999999999999,-9.594999999999999,1.351,0.0
GP de México 2025,CW,Lluvia Extrema,20.0,-14.527,-14.527,-14.527,-2.057,0.0
GP de Brasil 2025,C3,Seco,27.0,0.0,-0.479,-0.718,-4.26,-5.905
GP de Brasil 2025,C3,Lluvia,22.0,0.0,0.0,0.0,10.946,9.594999999999999
GP de Brasil 2025,C3,Lluvia Extrema,20.0,0.0,0.0,0.0,12.469999999999999,14.527
GP de Brasil 2025,C2,Seco,36.0,0.479,0.0,-0.239,-3.7809999999999997,-5.426
GP de Brasil 2025,C2,Lluvia,22.0,0.0,0.0,0.0,10.946,9.594999999999999
GP de Brasil 2025,C2,Lluvia Extrema,20.0,0.0,0.0,0.0,12.469999999999999,14.527
GP de Brasil 2025,C1,Seco,41.0,0.718,0.239,0.0,-3.542,-5.187
GP de Brasil 2025,C1,Lluvia,22.0,0.0,0.0,0.0,10.946,9.594999999999999
GP de Brasil 2025,C1,Lluvia Extrema,20.0,0.0,0.0,0.0,12.469999999999999,14.527
GP de Brasil 2025,CI,Seco,22.0,4.26,3.7809999999999997,3.542,0.0,-1.6450000000000005
GP de Brasil 2025,CI,Lluvia,22.0,-10.946,-10.946,-10.946,0.0,-1.351
GP de Brasil 2025,CI,Lluvia Extrema,20.0,-12.469999999999999,-12.469999999999999,-12.469999999999999,0.0,2.057
GP de Brasil 2025,CW,Seco,20.0,5.905,5.426,5.187,1.6450000000000005,0.0
GP de Brasil 2025,CW,Lluvia,20.0,-9.594999999999999,-9.594999999999999,-9.594999999999999,1.351,0.0
GP de Brasil 2025,CW,Lluvia Extrema,20.0,-14.527,-14.527,-14.527,-2.057,0.0
GP de Abu Dabi 2025,C3,Seco,27.0,0.0,-0.479,-0.718,-4.26,-5.905
GP de Abu Dabi 2025,C3,Lluvia,22.0,0.0,0.0,0.0,10.946,9.594999999999999
GP de Abu Dabi 2025,C3,Lluvia Extrema,20.0,0.0,0.0,0.0,12.469999999999999,14.527
GP de Abu Dabi 2025,C2,Seco,36.0,0.479,0.0,-0.239,-3.7809999999999997,-5.426
GP de Abu Dabi 2025,C2,Lluvia,22.0,0.0,0.0,0.0,10.946,9.594999999999999
GP de Abu Dabi 2025,C2,Lluvia Extrema,20.0,0.0,0.0,0.0,12.469999999999999,14.527
GP de Abu Dabi 2025,C1,Seco,41.0,0.718,0.239,0.0,-3.542,-5.187
GP de Abu Dabi 2025,C1,Lluvia,22.0,0.0,0.0,0.0,10.946,9.594999999999999
GP de Abu Dabi 2025,C1,Lluvia Extrema,20.0,0.0,0.0,0.0,12.469999999999999,14.527
GP de Abu Dabi 2025,CI,Seco,22.0,4.26,3.7809999999999997,3.542,0.0,-1.6450000000000005
GP de Abu Dabi 2025,CI,Lluvia,22.0,-10.946,-10.946,-10.946,0.0,-1.351
GP de Abu Dabi 2025,CI,Lluvia Extrema,20.0,-12.469999999999999,-12.469999999999999,-12.469999999999999,0.0,2.057
GP de Abu Dabi 2025,CW,Seco,20.0,5.905,5.426,5.187,1.6450000000000005,0.0
GP de Abu Dabi 2025,CW,Lluvia,20.0,-9.594999999999999,-9.594999999999999,-9.594999999999999,1.351,0.0
GP de Abu Dabi 2025,CW,Lluvia Extrema,20.0,-14.527,-14.527,-14.527,-2.057,0.0
